id,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2020
2763,Scope 3,WTT- fuels,WTT- liquid fuels,Waste oils,,Volume,litres,litres,kg CO2e,Waste oils litres,
2764,Scope 3,WTT- fuels,WTT- liquid fuels,Waste oils,,Tonnes,tonnes,tonnes,kg CO2e,Waste oils tonnes,388.26621
2765,Scope 3,WTT- fuels,WTT- liquid fuels,Marine gas oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Marine gas oil kWh (Gross CV),0.05888
2766,Scope 3,WTT- fuels,WTT- liquid fuels,Marine gas oil,,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Marine gas oil kWh (Net CV),0.06264
2767,Scope 3,WTT- fuels,WTT- liquid fuels,Marine gas oil,,Volume,litres,litres,kg CO2e,Marine gas oil litres,0.63253
2768,Scope 3,WTT- fuels,WTT- liquid fuels,Marine gas oil,,Tonnes,tonnes,tonnes,kg CO2e,Marine gas oil tonnes,740.69721
2769,Scope 3,WTT- fuels,WTT- liquid fuels,Marine fuel oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Marine fuel oil kWh (Gross CV),0.05076
2770,Scope 3,WTT- fuels,WTT- liquid fuels,Marine fuel oil,,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Marine fuel oil kWh (Net CV),0.054
2771,Scope 3,WTT- fuels,WTT- liquid fuels,Marine fuel oil,,Volume,litres,litres,kg CO2e,Marine fuel oil litres,0.60346
2772,Scope 3,WTT- fuels,WTT- liquid fuels,Marine fuel oil,,Tonnes,tonnes,tonnes,kg CO2e,Marine fuel oil tonnes,610.70544
2773,Scope 3,WTT- fuels,WTT- solid fuels,Coal (industrial),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Coal (industrial) kWh (Gross CV),0.05157
2774,Scope 3,WTT- fuels,WTT- solid fuels,Coal (industrial),,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Coal (industrial) kWh (Net CV),0.05429
2775,Scope 3,WTT- fuels,WTT- solid fuels,Coal (industrial),,Tonnes,tonnes,tonnes,kg CO2e,Coal (industrial) tonnes,383.08926
2776,Scope 3,WTT- fuels,WTT- solid fuels,Coal (electricity generation),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Coal (electricity generation) kWh (Gross CV),0.05157
2777,Scope 3,WTT- fuels,WTT- solid fuels,Coal (electricity generation),,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Coal (electricity generation) kWh (Net CV),0.05429
2778,Scope 3,WTT- fuels,WTT- solid fuels,Coal (electricity generation),,Tonnes,tonnes,tonnes,kg CO2e,Coal (electricity generation) tonnes,362.02993
2779,Scope 3,WTT- fuels,WTT- solid fuels,Coal (domestic),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Coal (domestic) kWh (Gross CV),0.05157
2780,Scope 3,WTT- fuels,WTT- solid fuels,Coal (domestic),,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Coal (domestic) kWh (Net CV),0.05429
2781,Scope 3,WTT- fuels,WTT- solid fuels,Coal (domestic),,Tonnes,tonnes,tonnes,kg CO2e,Coal (domestic) tonnes,431.46914
2782,Scope 3,WTT- fuels,WTT- solid fuels,Coking Coal,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Coking Coal kWh (Gross CV),0.05157
2783,Scope 3,WTT- fuels,WTT- solid fuels,Coking Coal,,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Coking Coal kWh (Net CV),0.05429
2784,Scope 3,WTT- fuels,WTT- solid fuels,Coking Coal,,Tonnes,tonnes,tonnes,kg CO2e,Coking Coal tonnes,456.00312
2785,Scope 3,WTT- fuels,WTT- solid fuels,Petroleum Coke,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Petroleum Coke kWh (Gross CV),0.04176
2786,Scope 3,WTT- fuels,WTT- solid fuels,Petroleum Coke,,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Petroleum Coke kWh (Net CV),0.04396
2787,Scope 3,WTT- fuels,WTT- solid fuels,Petroleum Coke,,Tonnes,tonnes,tonnes,kg CO2e,Petroleum Coke tonnes,414.84679
2788,Scope 3,WTT- fuels,WTT- solid fuels,Coal (electricity generation - home produced coal only),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Coal (electricity generation - home produced coal only) kWh (Gross CV),0.05157
2789,Scope 3,WTT- fuels,WTT- solid fuels,Coal (electricity generation - home produced coal only),,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Coal (electricity generation - home produced coal only) kWh (Net CV),0.05429
2790,Scope 3,WTT- fuels,WTT- solid fuels,Coal (electricity generation - home produced coal only),,Tonnes,tonnes,tonnes,kg CO2e,Coal (electricity generation - home produced coal only) tonnes,361.4643
2791,Scope 3,WTT- UK & overseas elec,WTT- UK electricity (generation),Electricity: UK,,,kWh,kWh,kg CO2e,Electricity: UK,0.03217
2792,Scope 3,WTT- UK & overseas elec,WTT- UK electricity (T&D),Electricity: UK,,,kWh,kWh,kg CO2e,Electricity: UK,0.00277
2793,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Australia,,,kWh,kWh,kg CO2e,Electricity: Australia,0.1094
2794,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Austria,,,kWh,kWh,kg CO2e,Electricity: Austria,0.03028
2795,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Belgium,,,kWh,kWh,kg CO2e,Electricity: Belgium,0.02302
2796,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Brazil,,,kWh,kWh,kg CO2e,Electricity: Brazil,0.00829
2797,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Bulgaria,,,kWh,kWh,kg CO2e,Electricity: Bulgaria,0.08227
2798,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Canada,,,kWh,kWh,kg CO2e,Electricity: Canada,0.02045
2799,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Chinese Taipei,,,kWh,kWh,kg CO2e,Electricity: Chinese Taipei,0.07764
2800,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Croatia,,,kWh,kWh,kg CO2e,Electricity: Croatia,0.04057
2801,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Cyprus,,,kWh,kWh,kg CO2e,Electricity: Cyprus,0.09907
2802,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Czech Republic,,,kWh,kWh,kg CO2e,Electricity: Czech Republic,0.07794
2803,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Denmark,,,kWh,kWh,kg CO2e,Electricity: Denmark,0.03338
2804,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Egypt,,,kWh,kWh,kg CO2e,Electricity: Egypt,0.06345
2805,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Estonia,,,kWh,kWh,kg CO2e,Electricity: Estonia,0.15123
2806,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Finland,,,kWh,kWh,kg CO2e,Electricity: Finland,0.02329
2807,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: France,,,kWh,kWh,kg CO2e,Electricity: France,0.00502
2808,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Germany,,,kWh,kWh,kg CO2e,Electricity: Germany,0.06489
2809,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Gibraltar,,,kWh,kWh,kg CO2e,Electricity: Gibraltar,0.10306
2810,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Greece,,,kWh,kWh,kg CO2e,Electricity: Greece,0.09982
2811,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),"Electricity: Hong Kong, China",,,kWh,kWh,kg CO2e,"Electricity: Hong Kong, China",0.10695
2812,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Hungary,,,kWh,kWh,kg CO2e,Electricity: Hungary,0.03966
2813,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Iceland,,,kWh,kWh,kg CO2e,Electricity: Iceland,0.00002
2814,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: India,,,kWh,kWh,kg CO2e,Electricity: India,0.10473
2815,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Indonesia,,,kWh,kWh,kg CO2e,Electricity: Indonesia,0.10514
2816,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Ireland,,,kWh,kWh,kg CO2e,Electricity: Ireland,0.05222
2817,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Israel,,,kWh,kWh,kg CO2e,Electricity: Israel,0.09968
2818,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Italy,,,kWh,kWh,kg CO2e,Electricity: Italy,0.05445
2819,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Japan,,,kWh,kWh,kg CO2e,Electricity: Japan,0.06921
2820,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Latvia,,,kWh,kWh,kg CO2e,Electricity: Latvia,0.01852
2821,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Lithuania,,,kWh,kWh,kg CO2e,Electricity: Lithuania,0.0376
2822,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Luxembourg,,,kWh,kWh,kg CO2e,Electricity: Luxembourg,0.05281
2823,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Malaysia,,,kWh,kWh,kg CO2e,Electricity: Malaysia,0.09581
2824,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Malta,,,kWh,kWh,kg CO2e,Electricity: Malta,0.11019
2825,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Mexico,,,kWh,kWh,kg CO2e,Electricity: Mexico,0.06155
2826,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Netherlands,,,kWh,kWh,kg CO2e,Electricity: Netherlands,0.0567
2827,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: New Zealand,,,kWh,kWh,kg CO2e,Electricity: New Zealand,0.01636
2828,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Norway,,,kWh,kWh,kg CO2e,Electricity: Norway,0.00172
2829,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Pakistan,,,kWh,kWh,kg CO2e,Electricity: Pakistan,0.0505
2830,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: People's Rep. of China,,,kWh,kWh,kg CO2e,Electricity: People's Rep. of China,0.10207
2831,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Philippines,,,kWh,kWh,kg CO2e,Electricity: Philippines,0.06851
2832,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Poland,,,kWh,kWh,kg CO2e,Electricity: Poland,0.10632
2833,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Portugal,,,kWh,kWh,kg CO2e,Electricity: Portugal,0.03267
2834,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Romania,,,kWh,kWh,kg CO2e,Electricity: Romania,0.06625
2835,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Russian Federation,,,kWh,kWh,kg CO2e,Electricity: Russian Federation,0.06085
2836,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Saudi Arabia,,,kWh,kWh,kg CO2e,Electricity: Saudi Arabia,0.10661
2837,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Singapore,,,kWh,kWh,kg CO2e,Electricity: Singapore,0.06804
2838,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Slovak Republic,,,kWh,kWh,kg CO2e,Electricity: Slovak Republic,0.02703
2839,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Slovenia,,,kWh,kWh,kg CO2e,Electricity: Slovenia,0.04544
2840,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: South Africa,,,kWh,kWh,kg CO2e,Electricity: South Africa,0.11121
2841,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: South Korea,,,kWh,kWh,kg CO2e,Electricity: South Korea,0.07684
2842,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Spain,,,kWh,kWh,kg CO2e,Electricity: Spain,0.03787
2843,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Sweden,,,kWh,kWh,kg CO2e,Electricity: Sweden,0.00156
2844,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Switzerland,,,kWh,kWh,kg CO2e,Electricity: Switzerland,0.00418
2845,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Thailand,,,kWh,kWh,kg CO2e,Electricity: Thailand,0.0708
2846,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Turkey,,,kWh,kWh,kg CO2e,Electricity: Turkey,0.06389
2847,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Ukraine,,,kWh,kWh,kg CO2e,Electricity: Ukraine,0.06266
2848,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: United States,,,kWh,kWh,kg CO2e,Electricity: United States,0.06644
2849,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Africa (average),,,kWh,kWh,kg CO2e,Electricity: Africa (average),0.07421
2850,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: EU (average),,,kWh,kWh,kg CO2e,Electricity: EU (average),0.04717
2851,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Latin America (average),,,kWh,kWh,kg CO2e,Electricity: Latin America (average),0.0244
2852,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Middle East (average),,,kWh,kWh,kg CO2e,Electricity: Middle East (average),0.09222
2853,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (generation),Electricity: Non-OECD Europe and Eurasia (average),,,kWh,kWh,kg CO2e,Electricity: Non-OECD Europe and Eurasia (average),0.06392
2854,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Australia,,,kWh,kWh,kg CO2e,Electricity: Australia,0.00722
2855,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Austria,,,kWh,kWh,kg CO2e,Electricity: Austria,0.00161
2856,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Belgium,,,kWh,kWh,kg CO2e,Electricity: Belgium,0.00104
2857,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Brazil,,,kWh,kWh,kg CO2e,Electricity: Brazil,0.00163
2858,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Bulgaria,,,kWh,kWh,kg CO2e,Electricity: Bulgaria,0.00956
2859,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Canada,,,kWh,kWh,kg CO2e,Electricity: Canada,0.003
2860,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Chinese Taipei,,,kWh,kWh,kg CO2e,Electricity: Chinese Taipei,0.00284
2861,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Croatia,,,kWh,kWh,kg CO2e,Electricity: Croatia,0.00448
2862,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Cyprus,,,kWh,kWh,kg CO2e,Electricity: Cyprus,0.00498
2863,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Czech Republic,,,kWh,kWh,kg CO2e,Electricity: Czech Republic,0.00595
2864,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Denmark,,,kWh,kWh,kg CO2e,Electricity: Denmark,0.00179
2865,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Egypt,,,kWh,kWh,kg CO2e,Electricity: Egypt,0.0089
2866,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Estonia,,,kWh,kWh,kg CO2e,Electricity: Estonia,0.01632
2867,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Finland,,,kWh,kWh,kg CO2e,Electricity: Finland,0.0008
2868,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: France,,,kWh,kWh,kg CO2e,Electricity: France,0.00044
2869,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Germany,,,kWh,kWh,kg CO2e,Electricity: Germany,0.00338
2870,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Gibraltar,,,kWh,kWh,kg CO2e,Electricity: Gibraltar,0.00329
2871,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Greece,,,kWh,kWh,kg CO2e,Electricity: Greece,0.00204
2872,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),"Electricity: Hong Kong, China",,,kWh,kWh,kg CO2e,"Electricity: Hong Kong, China",0.00425
2873,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Hungary,,,kWh,kWh,kg CO2e,Electricity: Hungary,0.00356
2874,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Iceland,,,kWh,kWh,kg CO2e,Electricity: Iceland,0.000001
2875,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: India,,,kWh,kWh,kg CO2e,Electricity: India,0.02357
2876,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Indonesia,,,kWh,kWh,kg CO2e,Electricity: Indonesia,0.01012
2877,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Ireland,,,kWh,kWh,kg CO2e,Electricity: Ireland,0.0044
2878,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Israel,,,kWh,kWh,kg CO2e,Electricity: Israel,0.00423
2879,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Italy,,,kWh,kWh,kg CO2e,Electricity: Italy,0.00348
2880,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Japan,,,kWh,kWh,kg CO2e,Electricity: Japan,0.00292
2881,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Latvia,,,kWh,kWh,kg CO2e,Electricity: Latvia,0.00135
2882,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Lithuania,,,kWh,kWh,kg CO2e,Electricity: Lithuania,0.00342
2883,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Luxembourg,,,kWh,kWh,kg CO2e,Electricity: Luxembourg,0.00129
2884,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Malaysia,,,kWh,kWh,kg CO2e,Electricity: Malaysia,0.00741
2885,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Malta,,,kWh,kWh,kg CO2e,Electricity: Malta,0.00586
2886,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Mexico,,,kWh,kWh,kg CO2e,Electricity: Mexico,0.00994
2887,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Netherlands,,,kWh,kWh,kg CO2e,Electricity: Netherlands,0.00291
2888,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: New Zealand,,,kWh,kWh,kg CO2e,Electricity: New Zealand,0.00122
2889,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Norway,,,kWh,kWh,kg CO2e,Electricity: Norway,0.00014
2890,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Pakistan,,,kWh,kWh,kg CO2e,Electricity: Pakistan,0.00997
2891,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: People's Rep. of China,,,kWh,kWh,kg CO2e,Electricity: People's Rep. of China,0.00589
2892,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Philippines,,,kWh,kWh,kg CO2e,Electricity: Philippines,0.00728
2893,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Poland,,,kWh,kWh,kg CO2e,Electricity: Poland,0.00783
2894,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Portugal,,,kWh,kWh,kg CO2e,Electricity: Portugal,0.00357
2895,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Romania,,,kWh,kWh,kg CO2e,Electricity: Romania,0.01037
2896,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Russian Federation,,,kWh,kWh,kg CO2e,Electricity: Russian Federation,0.00842
2897,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Saudi Arabia,,,kWh,kWh,kg CO2e,Electricity: Saudi Arabia,0.01256
2898,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Singapore,,,kWh,kWh,kg CO2e,Electricity: Singapore,0.00089
2899,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Slovak Republic,,,kWh,kWh,kg CO2e,Electricity: Slovak Republic,0.00132
2900,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Slovenia,,,kWh,kWh,kg CO2e,Electricity: Slovenia,0.003
2901,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: South Africa,,,kWh,kWh,kg CO2e,Electricity: South Africa,0.01226
2902,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: South Korea,,,kWh,kWh,kg CO2e,Electricity: South Korea,0.00276
2903,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Spain,,,kWh,kWh,kg CO2e,Electricity: Spain,0.00437
2904,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Sweden,,,kWh,kWh,kg CO2e,Electricity: Sweden,0.00011
2905,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Switzerland,,,kWh,kWh,kg CO2e,Electricity: Switzerland,0.00033
2906,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Thailand,,,kWh,kWh,kg CO2e,Electricity: Thailand,0.00455
2907,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Turkey,,,kWh,kWh,kg CO2e,Electricity: Turkey,0.00901
2908,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Ukraine,,,kWh,kWh,kg CO2e,Electricity: Ukraine,0.00896
2909,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: United States,,,kWh,kWh,kg CO2e,Electricity: United States,0.00434
2910,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Africa (average),,,kWh,kWh,kg CO2e,Electricity: Africa (average),0.01241
2911,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: EU (average),,,kWh,kWh,kg CO2e,Electricity: EU (average),0.00348
2912,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Latin America (average),,,kWh,kWh,kg CO2e,Electricity: Latin America (average),0.00482
2913,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Middle East (average),,,kWh,kWh,kg CO2e,Electricity: Middle East (average),0.01605
2914,Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Non-OECD Europe and Eurasia (average),,,kWh,kWh,kg CO2e,Electricity: Non-OECD Europe and Eurasia (average),0.00907
2915,Scope 3,WTT- heat and steam,WTT- heat and steam,Onsite heat and steam,,,kWh,kWh,kg CO2e,Onsite heat and steam,0.02595
2916,Scope 3,WTT- heat and steam,WTT- heat and steam,District heat and steam,,,kWh,kWh,kg CO2e,District heat and steam,0.02595
